8 759.5 328.936 68.8 45.9278 47.9 13.4718
16 433.9 59.4953 195.1 44.8318 176.1 56.1826
32 965.5 266.429 556.2 132.643 514.7 61.2422
64 3162.9 630.44 2418.7 449.081 2197.1 83.9529
128 15600.1 3089.94 12448.9 3369.29 11926.4 3450.69
256 56941.7 2077.63 39559.3 2940.78 40034.3 4441.71
512 286068 34649.7 209437 37935 208437 34991.5
1024 1.01768e+06 29155.6 705544 6096.76 705176 4698.56
2048 4.16361e+06 133547 2.88158e+06 85539.7 2.86547e+06 48887.5
